DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD005450.pub2,5,1,3,5,19,5
10.1002-14651858.CD004295.pub3,3,1,1,3,8,3
10.1002-14651858.CD005955.pub2,21,14,19,26,67,11
10.1002-14651858.CD004451.pub2,9,4,8,13,31,6
10.1002-14651858.CD006230.pub2,7,0,4,0,16,5
10.1002-14651858.CD003758.pub2,9,2,7,4,39,6
10.1002-14651858.CD000069.pub2,3,0,1,2,3,3
10.1002-14651858.CD001718.pub2,16,3,10,7,33,14
10.1002-14651858.CD001710.pub2,5,1,5,6,24,5
10.1002-14651858.CD002187.pub3,4,0,3,4,28,14
10.1002-14651858.CD003807.pub3,3,2,5,5,17,7
10.1002-14651858.CD005948.pub2,4,2,4,6,20,5
10.1002-14651858.CD005945.pub2,4,1,3,4,19,8
10.1002-14651858.CD005994.pub2,3,0,3,4,18,5
10.1002-14651858.CD003760.pub3,4,0,4,2,10,4
10.1002-14651858.CD005941.pub2,11,5,13,5,23,3
10.1002-14651858.CD004518.pub2,6,1,2,3,15,4
10.1002-14651858.CD004597.pub2,3,1,3,5,22,7
10.1002-14651858.CD005090.pub2,8,0,10,5,23,1
10.1002-14651858.CD005029.pub2,4,1,7,8,16,6
10.1002-14651858.CD001216.pub2,5,5,4,6,13,0
10.1002-14651858.CD001890.pub3,8,2,9,4,27,12
10.1002-14651858.CD000324.pub2,7,4,6,2,16,8
10.1002-14651858.CD004163.pub2,3,4,3,6,18,7
10.1002-14651858.CD005378.pub2,6,1,6,3,15,1
10.1002-14651858.CD005574.pub2,4,0,1,4,15,4
10.1002-14651858.CD002835.pub3,11,4,2,11,27,7
10.1002-14651858.CD002818.pub2,6,0,6,4,11,2
10.1002-14651858.CD002829.pub4,6,0,4,6,11,1
10.1002-14651858.CD002819.pub2,6,2,2,5,18,2
10.1002-14651858.CD006160.pub2,5,1,4,9,17,9
10.1002-14651858.CD004931.pub2,12,1,8,3,36,8
10.1002-14651858.CD004932.pub2,5,3,5,4,16,4
10.1002-14651858.CD004994.pub2,4,1,1,0,8,2
10.1002-14651858.CD004996.pub3,5,1,10,1,18,5
10.1002-14651858.CD005148.pub2,7,0,6,5,11,1
10.1002-14651858.CD005040.pub2,6,1,4,3,6,4
10.1002-14651858.CD006346,13,3,7,10,38,9
10.1002-14651858.CD006356,22,5,20,20,57,4
10.1002-14651858.CD001848.pub4,13,1,16,4,34,6
10.1002-14651858.CD001936.pub2,6,3,12,10,33,14
10.1002-14651858.CD006050.pub2,7,2,6,5,21,6
10.1002-14651858.CD004854.pub2,10,2,12,8,32,15
10.1002-14651858.CD002090.pub2,5,2,1,4,21,2
10.1002-14651858.CD002083.pub2,3,1,5,6,11,3
10.1002-14651858.CD006329,3,2,1,2,14,4
10.1002-14651858.CD006333,15,3,12,12,53,8
10.1002-14651858.CD003163.pub4,9,3,15,3,27,6
10.1002-14651858.CD001385.pub2,10,4,16,11,60,11
10.1002-14651858.CD003515.pub2,6,3,3,5,22,1
10.1002-14651858.CD004761.pub2,7,0,11,6,19,7
10.1002-14651858.CD004782.pub2,4,0,0,4,5,2
10.1002-14651858.CD003887.pub2,7,0,7,1,15,3
10.1002-14651858.CD004647.pub2,4,1,6,2,12,1
10.1002-14651858.CD005946.pub2,4,0,4,6,28,7
10.1002-14651858.CD004676.pub2,15,3,17,11,44,4
10.1002-14651858.CD005164.pub2,10,1,8,3,12,4
10.1002-14651858.CD005165.pub2,2,1,6,3,13,3
10.1002-14651858.CD004273.pub2,3,1,4,8,18,7
10.1002-14651858.CD005488.pub2,9,3,3,6,18,9
10.1002-14651858.CD005486.pub2,5,1,7,4,20,3
10.1002-14651858.CD004364.pub2,5,1,4,0,12,7
10.1002-14651858.CD003781.pub2,3,1,7,3,21,4
10.1002-14651858.CD004515.pub2,6,0,9,3,16,2
10.1002-14651858.CD004401.pub2,6,3,15,5,23,11
10.1002-14651858.CD006257,9,3,11,5,45,4
10.1002-14651858.CD004480.pub2,4,1,2,1,8,2
10.1002-14651858.CD005962.pub2,19,2,6,16,50,9
10.1002-14651858.CD003741.pub4,5,0,5,4,17,5
10.1002-14651858.CD004510.pub3,12,2,5,8,36,6
10.1002-14651858.CD004474.pub2,12,1,16,7,54,13
10.1002-14651858.CD001708.pub2,13,1,8,12,39,16
10.1002-14651858.CD004592.pub2,10,3,6,5,41,3
10.1002-14651858.CD003770.pub3,8,1,2,8,20,3
10.1002-14651858.CD004175.pub2,13,5,8,4,45,4
10.1002-14651858.CD005543.pub2,7,2,4,3,22,2
10.1002-14651858.CD005546.pub2,10,3,7,5,27,10
10.1002-14651858.CD005383.pub2,4,1,3,6,21,2
10.1002-14651858.CD005393.pub2,8,1,3,2,11,1
10.1002-14651858.CD006162.pub2,8,0,13,6,28,7
10.1002-14651858.CD004889.pub2,1,1,2,0,10,3
10.1002-14651858.CD004869.pub2,3,2,6,9,23,13
10.1002-14651858.CD004989.pub2,7,0,9,2,25,5
10.1002-14651858.CD004999.pub2,2,0,1,0,2,5
10.1002-14651858.CD003492.pub2,3,3,6,7,23,5
10.1002-14651858.CD006189,26,19,24,18,73,10
10.1002-14651858.CD006175,14,6,10,10,29,5
10.1002-14651858.CD006199,7,0,7,6,21,2
10.1002-14651858.CD006129.pub2,24,7,18,9,62,13
10.1002-14651858.CD004974.pub2,11,2,10,9,55,3
10.1002-14651858.CD003045.pub2,3,2,3,1,16,5
10.1002-14651858.CD005326.pub3,14,8,20,21,60,3
10.1002-14651858.CD005473.pub2,4,0,2,1,14,13
10.1002-14651858.CD003727.pub3,6,2,7,2,17,3
10.1002-14651858.CD003489.pub2,14,5,16,13,47,3
10.1002-14651858.CD003817.pub3,4,0,11,3,9,1
10.1002-14651858.CD004329.pub2,2,0,2,1,12,1
10.1002-14651858.CD001948.pub2,14,1,18,8,31,9
10.1002-14651858.CD003299.pub2,7,3,4,5,18,11
10.1002-14651858.CD006060.pub2,10,0,10,7,56,12
10.1002-14651858.CD006062.pub2,9,2,13,5,24,8
10.1002-14651858.CD006019.pub2,9,0,18,5,55,11
10.1002-14651858.CD003438.pub2,8,1,17,11,36,8
10.1002-14651858.CD004856.pub2,7,2,14,9,30,14
10.1002-14651858.CD004890.pub2,3,0,2,1,7,5
10.1002-14651858.CD004826.pub2,9,1,5,5,19,12
10.1002-14651858.CD006229,5,1,6,0,8,1
10.1002-14651858.CD006231,3,0,7,0,9,4
10.1002-14651858.CD006221,9,1,9,2,23,8
10.1002-14651858.CD006198,10,5,14,7,38,7
10.1002-14651858.CD001323.pub2,18,0,16,11,52,13
10.1002-14651858.CD003544.pub2,15,3,13,10,30,8
10.1002-14651858.CD000453.pub2,7,4,8,7,28,5
10.1002-14651858.CD004788.pub2,5,1,5,3,8,1
10.1002-14651858.CD004684.pub2,11,0,7,1,15,5
10.1002-14651858.CD003967.pub2,1,4,7,4,15,0
10.1002-14651858.CD001530.pub2,19,9,20,13,41,8
10.1002-14651858.CD003521.pub2,4,4,12,4,17,5
10.1002-14651858.CD005161.pub2,9,1,6,4,25,10
10.1002-14651858.CD005308.pub2,8,5,14,8,33,10
10.1002-14651858.CD003984.pub2,8,4,6,9,46,8
10.1002-14651858.CD005490.pub2,23,3,5,6,46,6
10.1002-14651858.CD002884.pub2,3,1,6,3,19,8
10.1002-14651858.CD005320.pub2,13,3,5,12,30,16
10.1002-14651858.CD005247.pub2,5,2,6,1,16,2
10.1002-14651858.CD003223.pub2,4,1,5,5,15,3
10.1002-14651858.CD004458.pub2,7,0,6,2,17,6
10.1002-14651858.CD003828.pub3,18,13,15,12,55,12
10.1002-14651858.CD002119.pub3,4,2,1,2,10,4
10.1002-14651858.CD005657.pub2,7,1,8,5,24,7
10.1002-14651858.CD004133.pub2,8,0,6,5,19,5
10.1002-14651858.CD005365.pub2,9,0,5,12,34,11
10.1002-14651858.CD004144.pub2,4,3,1,5,12,5
10.1002-14651858.CD005581.pub2,2,1,2,0,10,2
10.1002-14651858.CD004191.pub2,5,4,14,2,15,6
10.1002-14651858.CD005558.pub2,11,0,14,12,28,10
10.1002-14651858.CD001106.pub3,10,2,7,8,46,3
10.1002-14651858.CD001104.pub2,2,0,5,7,25,9
10.1002-14651858.CD004606.pub2,23,5,13,8,47,22
10.1002-14651858.CD004108.pub2,11,3,4,7,24,6
10.1002-14651858.CD006101,13,5,13,13,46,11
10.1002-14651858.CD006104,10,2,6,6,20,8
10.1002-14651858.CD006148,4,1,2,3,34,24
10.1002-14651858.CD006115,12,2,6,3,20,0
10.1002-14651858.CD003073.pub2,9,2,14,6,38,17
10.1002-14651858.CD005214.pub2,20,0,24,27,59,14
10.1002-14651858.CD004362.pub2,9,0,15,1,23,11
10.1002-14651858.CD003087.pub2,4,0,4,1,18,4
10.1002-14651858.CD005032.pub2,7,0,8,3,14,8
10.1002-14651858.CD005037.pub2,7,3,8,4,24,5
10.1002-14651858.CD005075.pub2,6,1,3,3,12,7
10.1002-14651858.CD005093.pub2,5,3,12,16,20,5
10.1002-14651858.CD002032.pub2,3,1,8,13,26,2
10.1002-14651858.CD006065,8,6,14,7,35,3
10.1002-14651858.CD003442.pub2,5,2,5,8,19,10
10.1002-14651858.CD003283.pub2,8,4,5,13,38,1
10.1002-14651858.CD003218.pub2,5,0,6,6,14,1
10.1002-14651858.CD003171.pub2,18,5,15,11,58,14
10.1002-14651858.CD002084.pub2,2,2,4,6,9,4
10.1002-14651858.CD003597.pub2,15,2,17,7,46,12
10.1002-14651858.CD003599.pub2,7,1,6,2,26,4
10.1002-14651858.CD004640.pub2,5,4,5,4,17,8
10.1002-14651858.CD004641.pub2,7,5,5,4,17,3
10.1002-14651858.CD004563.pub2,6,3,6,7,30,12
10.1002-14651858.CD004691.pub2,3,0,6,4,9,3
10.1002-14651858.CD003880.pub4,10,1,9,5,21,3
10.1002-14651858.CD000180.pub2,8,1,11,8,19,5
10.1002-14651858.CD001275.pub2,4,2,5,4,17,1
10.1002-14651858.CD001257.pub2,15,2,17,18,55,16
10.1002-14651858.CD001442.pub2,3,0,5,11,19,10
10.1002-14651858.CD001476.pub2,6,0,2,2,7,1
10.1002-14651858.CD004805.pub2,6,4,10,9,24,10
10.1002-14651858.CD001694.pub2,3,3,2,1,20,4
10.1002-14651858.CD003536.pub2,3,1,3,7,8,3
10.1002-14651858.CD004225.pub2,3,0,3,1,11,3
10.1002-14651858.CD005112.pub2,6,1,5,3,11,4
10.1002-14651858.CD005298.pub2,9,8,11,10,41,11
10.1002-14651858.CD004270.pub2,7,0,2,6,17,4
10.1002-14651858.CD005306.pub2,3,0,1,4,15,1
10.1002-14651858.CD004262.pub2,5,1,7,2,13,4
10.1002-14651858.CD004390.pub2,9,4,7,6,26,15
10.1002-14651858.CD005420.pub2,15,2,3,2,38,9
10.1002-14651858.CD004348.pub2,6,0,11,9,23,5
10.1002-14651858.CD005311.pub2,7,1,0,3,14,3
10.1002-14651858.CD005463.pub2,11,2,8,8,23,5
10.1002-14651858.CD002968.pub2,14,0,12,8,50,13
10.1002-14651858.CD005489.pub2,16,0,8,6,41,11
10.1002-14651858.CD003287.pub4,5,1,3,4,14,2
10.1002-14651858.CD004460.pub2,6,1,6,2,8,2
10.1002-14651858.CD003755.pub2,8,2,10,4,37,2
10.1002-14651858.CD005965,8,1,5,7,12,2
10.1002-14651858.CD005990,3,0,1,0,6,2
10.1002-14651858.CD005966,7,0,4,1,16,2
10.1002-14651858.CD005942,14,5,13,9,31,3
10.1002-14651858.CD005939,12,4,13,11,37,3
10.1002-14651858.CD004535.pub2,13,3,12,17,38,16
10.1002-14651858.CD003155.pub3,5,2,6,3,9,5
10.1002-14651858.CD001169.pub3,11,7,13,6,25,1
10.1002-14651858.CD000221.pub3,13,2,10,6,36,13
10.1002-14651858.CD004967.pub2,6,3,7,7,12,3
10.1002-14651858.CD004979.pub2,12,0,9,5,30,7
10.1002-14651858.CD003097.pub2,7,1,5,7,14,5
10.1002-14651858.CD005602.pub2,7,0,3,3,19,3
10.1002-14651858.CD005237.pub2,6,3,6,5,26,9
10.1002-14651858.CD004374.pub2,13,4,8,7,30,5
10.1002-14651858.CD002923.pub2,0,0,0,0,0,0
10.1002-14651858.CD000086.pub2,7,3,11,6,26,9
10.1002-14651858.CD004578.pub3,4,1,7,2,16,11
10.1002-14651858.CD003049.pub2,5,1,13,5,25,2
10.1002-14651858.CD003490.pub2,10,5,7,6,14,8
10.1002-14651858.CD004200.pub4,5,0,4,5,22,6
10.1002-14651858.CD001387.pub2,4,2,5,6,14,5
10.1002-14651858.CD003100.pub2,5,0,5,2,12,4
10.1002-14651858.CD006018,6,1,4,5,12,1
10.1002-14651858.CD001814.pub2,7,6,6,6,23,8
10.1002-14651858.CD003241.pub2,14,3,13,10,46,19
10.1002-14651858.CD003558.pub2,7,0,9,3,18,3
10.1002-14651858.CD004790.pub2,4,0,5,0,5,3
10.1002-14651858.CD004639.pub2,4,2,4,4,12,8
10.1002-14651858.CD001471.pub2,5,2,5,6,11,1
10.1002-14651858.CD003730.pub2,6,3,5,5,18,6
10.1002-14651858.CD005309.pub3,11,4,6,8,35,2
10.1002-14651858.CD005126.pub2,10,5,17,8,35,13
10.1002-14651858.CD005119.pub2,0,0,0,0,2,0
10.1002-14651858.CD005321.pub2,6,0,5,4,33,6
10.1002-14651858.CD005435.pub2,7,1,6,2,31,9
10.1002-14651858.CD004840.pub2,6,0,4,7,17,4
10.1002-14651858.CD004532.pub2,12,7,7,7,31,6
10.1002-14651858.CD002206.pub3,3,1,6,5,13,3
10.1002-14651858.CD004435.pub3,14,5,8,10,35,5
10.1002-14651858.CD004431.pub2,9,10,18,15,44,7
10.1002-14651858.CD003746.pub2,6,5,10,5,23,3
10.1002-14651858.CD003802.pub3,8,2,3,4,16,8
10.1002-14651858.CD005082.pub2,6,2,10,4,20,6
10.1002-14651858.CD005030.pub2,15,6,17,9,54,8
10.1002-14651858.CD001433.pub2,6,2,7,1,13,5
10.1002-14651858.CD002982.pub3,9,4,7,7,22,2
10.1002-14651858.CD005386.pub2,7,1,5,8,14,3
10.1002-14651858.CD005608,14,1,13,4,26,7
10.1002-14651858.CD005580,9,1,5,10,16,8
10.1002-14651858.CD004116.pub2,10,1,5,7,24,8
10.1002-14651858.CD001491.pub2,3,2,3,4,12,3
10.1002-14651858.CD004864.pub2,4,1,2,8,18,5
10.1002-14651858.CD004966.pub2,4,1,2,2,10,2
10.1002-14651858.CD004998.pub2,7,0,2,1,16,8
10.1002-14651858.CD003491.pub2,5,1,5,6,17,2
10.1002-14651858.CD003476.pub2,4,1,6,1,17,5
10.1002-14651858.CD001747.pub3,6,1,10,3,21,5
10.1002-14651858.CD004182.pub3,3,1,3,3,13,2
10.1002-14651858.CD005033.pub2,1,0,5,2,14,4
10.1002-14651858.CD005192.pub2,10,0,9,9,34,17
10.1002-14651858.CD004838.pub2,1,0,4,8,14,1
10.1002-14651858.CD004750.pub2,4,0,6,3,10,5
10.1002-14651858.CD003508.pub2,5,1,7,6,23,6
10.1002-14651858.CD003550.pub2,6,4,6,8,18,0
10.1002-14651858.CD004762.pub2,14,5,20,10,35,9
10.1002-14651858.CD004635.pub2,5,1,8,6,30,8
10.1002-14651858.CD005593,5,0,4,1,20,3
10.1002-14651858.CD004043.pub2,4,1,11,3,14,7
10.1002-14651858.CD004746.pub2,2,0,2,2,21,7
10.1002-14651858.CD004747.pub2,4,0,3,0,19,3
10.1002-14651858.CD002824.pub2,15,13,27,21,44,10
10.1002-14651858.CD004257.pub2,11,3,19,7,29,2
10.1002-14651858.CD005138.pub2,8,2,3,5,26,10
10.1002-14651858.CD004365.pub2,4,0,4,1,16,4
10.1002-14651858.CD002885.pub2,9,4,5,16,41,11
10.1002-14651858.CD005338.pub2,4,1,2,5,8,6
10.1002-14651858.CD004334.pub2,9,1,8,10,56,10
10.1002-14651858.CD003497.pub2,6,1,4,4,15,2
10.1002-14651858.CD004531.pub2,4,1,4,4,13,3
10.1002-14651858.CD004509.pub2,2,1,4,2,11,5
10.1002-14651858.CD001744.pub2,2,1,5,6,13,0
10.1002-14651858.CD003788.pub2,18,2,22,12,43,8
10.1002-14651858.CD004593.pub2,6,1,6,4,15,3
10.1002-14651858.CD000100.pub3,2,0,3,1,7,6
10.1002-14651858.CD005548,5,2,5,4,15,3
10.1002-14651858.CD005564,6,0,6,6,16,5
10.1002-14651858.CD002809.pub2,17,3,11,13,43,11
10.1002-14651858.CD004618.pub2,15,2,11,4,32,8
10.1002-14651858.CD003345.pub2,3,0,9,3,15,3
10.1002-14651858.CD003651.pub2,8,2,7,11,36,8
10.1002-14651858.CD003272.pub2,6,4,1,7,14,3
10.1002-14651858.CD005076.pub2,2,0,4,1,22,9
10.1002-14651858.CD002049.pub2,14,1,18,13,38,9
10.1002-14651858.CD003444.pub2,12,6,11,11,31,4
10.1002-14651858.CD001925.pub2,6,3,12,5,31,12
10.1002-14651858.CD001923.pub2,6,3,3,3,11,1
10.1002-14651858.CD001799.pub2,3,2,3,4,12,4
10.1002-14651858.CD003187.pub2,7,0,8,0,16,3
10.1002-14651858.CD001896.pub2,7,0,5,1,17,7
10.1002-14651858.CD004765.pub2,6,3,5,12,32,12
10.1002-14651858.CD001352.pub3,6,3,11,4,14,7
10.1002-14651858.CD003514.pub2,10,7,6,7,21,2
10.1002-14651858.CD003566.pub2,3,2,6,5,19,5
10.1002-14651858.CD004797.pub4,5,0,2,5,16,3
10.1002-14651858.CD000386.pub2,4,4,3,4,12,6
10.1002-14651858.CD003728.pub2,11,3,11,11,44,13
10.1002-14651858.CD004649.pub2,4,2,3,3,16,4
10.1002-14651858.CD002792.pub2,0,0,5,0,4,2
10.1002-14651858.CD004093.pub2,4,2,4,3,26,9
10.1002-14651858.CD002774.pub2,4,5,6,3,16,1
10.1002-14651858.CD001479.pub3,11,0,6,4,31,3
10.1002-14651858.CD003697.pub2,1,2,2,4,7,3
10.1002-14651858.CD003691.pub2,7,0,5,5,20,2
10.1002-14651858.CD003961.pub2,7,1,12,2,24,14
10.1002-14651858.CD004719.pub2,4,1,3,4,7,1
10.1002-14651858.CD004713.pub2,4,0,3,5,16,4
10.1002-14651858.CD003524.pub2,13,8,21,16,39,7
10.1002-14651858.CD003539.pub2,19,7,14,23,47,5
10.1002-14651858.CD002961.pub2,5,0,9,4,16,6
10.1002-14651858.CD005199.pub2,12,4,10,3,18,12
10.1002-14651858.CD005251.pub2,3,2,4,3,20,4
10.1002-14651858.CD004274.pub4,6,3,10,10,30,6
10.1002-14651858.CD001004.pub2,2,0,1,1,12,2
10.1002-14651858.CD005479,11,0,7,6,31,9
10.1002-14651858.CD005482,6,1,2,5,22,14
10.1002-14651858.CD005483,10,4,10,4,33,10
10.1002-14651858.CD004356.pub3,5,3,4,5,17,2
10.1002-14651858.CD004300.pub2,7,0,5,6,11,3
10.1002-14651858.CD002897.pub2,13,4,13,9,46,9
10.1002-14651858.CD004231.pub2,4,1,2,4,13,5
10.1002-14651858.CD002980.pub3,4,1,6,6,21,0
10.1002-14651858.CD004298.pub2,5,2,2,5,18,5
10.1002-14651858.CD001717.pub2,2,0,4,2,4,1
10.1002-14651858.CD001715.pub2,6,0,4,5,14,4
10.1002-14651858.CD003937.pub2,8,4,7,9,38,12
10.1002-14651858.CD004459.pub2,4,5,4,2,15,5
10.1002-14651858.CD004501.pub2,8,5,4,14,18,8
10.1002-14651858.CD004498.pub2,7,5,11,10,25,9
10.1002-14651858.CD004583.pub2,2,4,5,3,24,4
10.1002-14651858.CD001279.pub2,5,1,3,3,17,4
10.1002-14651858.CD002225.pub2,4,0,7,1,12,4
10.1002-14651858.CD003178.pub3,4,1,5,4,17,1
10.1002-14651858.CD005373,3,1,0,3,16,7
10.1002-14651858.CD005374,3,0,5,1,8,5
10.1002-14651858.CD004139.pub2,3,0,5,2,23,7
10.1002-14651858.CD002857.pub2,7,3,3,4,17,1
10.1002-14651858.CD001439.pub2,8,1,3,4,14,5
10.1002-14651858.CD000345.pub2,6,1,3,2,17,7
10.1002-14651858.CD003392.pub2,3,2,3,4,17,7
10.1002-14651858.CD004898.pub2,10,5,10,14,35,5
10.1002-14651858.CD003210.pub3,17,3,8,8,38,12
10.1002-14651858.CD001842.pub2,5,4,6,4,12,7
10.1002-14651858.CD003142.pub2,11,4,8,10,35,14
10.1002-14651858.CD001927.pub2,6,3,9,5,42,12
10.1002-14651858.CD003234.pub2,9,2,2,3,10,2
10.1002-14651858.CD003700.pub2,9,2,3,4,34,4
10.1002-14651858.CD004775.pub2,6,2,9,2,19,4
10.1002-14651858.CD004077.pub2,5,1,10,4,18,6
10.1002-14651858.CD003873.pub2,6,2,2,5,30,6
10.1002-14651858.CD004742.pub2,3,1,6,1,14,6
10.1002-14651858.CD000335.pub2,4,0,2,1,10,5
10.1002-14651858.CD005113.pub2,15,2,15,15,50,9
10.1002-14651858.CD004296.pub2,6,1,5,7,15,2
10.1002-14651858.CD004337.pub2,1,1,0,0,2,1
10.1002-14651858.CD000076.pub2,0,1,1,4,13,6
10.1002-14651858.CD000089.pub2,7,3,3,3,11,2
10.1002-14651858.CD002148.pub2,5,1,8,1,10,2
10.1002-14651858.CD004444.pub2,10,2,4,7,11,5
10.1002-14651858.CD003778.pub2,11,1,3,1,20,4
10.1002-14651858.CD004539.pub2,6,3,7,2,21,9
10.1002-14651858.CD004580.pub2,12,6,9,4,29,11
10.1002-14651858.CD001705.pub2,2,1,2,5,19,10
10.1002-14651858.CD005042.pub2,3,2,2,4,11,7
10.1002-14651858.CD000269.pub3,5,2,5,6,24,3
10.1002-14651858.CD000297.pub2,5,1,2,4,13,6
10.1002-14651858.CD004146.pub2,3,0,7,1,18,8
10.1002-14651858.CD002859.pub2,10,3,6,6,13,3
10.1002-14651858.CD002876.pub2,5,0,8,7,30,8
10.1002-14651858.CD001114.pub2,4,2,7,6,11,2
10.1002-14651858.CD002828.pub2,4,1,6,3,15,4
10.1002-14651858.CD003638.pub2,4,1,5,1,15,7
10.1002-14651858.CD003639.pub2,2,2,4,8,15,3
10.1002-14651858.CD002273.pub3,7,2,6,9,28,8
10.1002-14651858.CD003083.pub2,7,1,1,5,9,1
10.1002-14651858.CD005221,5,0,4,5,17,4
10.1002-14651858.CD002946.pub2,11,11,21,16,59,11
10.1002-14651858.CD003145.pub2,17,2,12,3,40,14
10.1002-14651858.CD003235.pub2,7,1,2,1,6,2
10.1002-14651858.CD003215.pub2,7,4,13,7,33,9
10.1002-14651858.CD000516.pub2,12,3,5,5,38,11
10.1002-14651858.CD001359.pub2,7,0,9,10,17,4
10.1002-14651858.CD003576.pub2,5,1,2,4,16,3
10.1002-14651858.CD000450.pub2,5,2,5,6,14,5
10.1002-14651858.CD003729.pub2,11,2,6,9,26,7
10.1002-14651858.CD003862.pub2,9,1,5,10,21,2
10.1002-14651858.CD004682.pub2,9,1,4,7,22,8
10.1002-14651858.CD004688.pub2,0,1,5,2,16,8
10.1002-14651858.CD004614.pub2,6,2,2,4,13,6
10.1002-14651858.CD001276.pub2,8,1,9,9,32,6
10.1002-14651858.CD004095.pub2,5,1,4,3,16,0
10.1002-14651858.CD002773.pub2,4,1,5,6,15,3
10.1002-14651858.CD005256,8,1,2,2,14,3
10.1002-14651858.CD005270,5,0,8,5,19,2
10.1002-14651858.CD004223.pub2,7,1,6,3,19,1
10.1002-14651858.CD004211.pub2,7,2,5,9,22,3
10.1002-14651858.CD001002.pub2,4,1,9,2,11,4
10.1002-14651858.CD004304.pub2,3,0,8,3,9,3
10.1002-14651858.CD005310.pub2,7,0,4,4,19,2
10.1002-14651858.CD005319,19,6,20,15,48,10
10.1002-14651858.CD005313,6,2,10,4,17,1
10.1002-14651858.CD002994.pub2,10,6,6,4,28,7
10.1002-14651858.CD004441.pub2,9,3,18,9,45,19
10.1002-14651858.CD003816.pub2,3,1,4,2,21,2
10.1002-14651858.CD002230.pub2,4,0,4,2,13,2
10.1002-14651858.CD004540.pub2,9,1,5,10,31,7
10.1002-14651858.CD004502.pub2,4,5,8,16,38,4
10.1002-14651858.CD001351.pub2,8,0,5,4,10,6
10.1002-14651858.CD000189.pub2,4,1,5,4,12,1
10.1002-14651858.CD001093.pub2,22,7,14,7,66,16
10.1002-14651858.CD002738.pub2,7,2,5,5,13,2
10.1002-14651858.CD004017.pub2,22,6,32,26,96,9
10.1002-14651858.CD003631.pub2,7,1,5,6,11,3
10.1002-14651858.CD004897.pub2,9,3,5,4,32,8
10.1002-14651858.CD003329.pub2,2,1,4,3,15,0
10.1002-14651858.CD004588.pub3,7,4,6,2,18,5
10.1002-14651858.CD005034.pub2,16,2,12,11,37,6
10.1002-14651858.CD002011.pub2,4,1,5,13,27,11
10.1002-14651858.CD003282.pub2,5,1,5,3,11,0
10.1002-14651858.CD003292.pub2,6,3,4,5,19,11
10.1002-14651858.CD003180.pub2,4,2,3,3,16,2
10.1002-14651858.CD003685.pub2,24,5,23,31,61,8
10.1002-14651858.CD000196.pub2,10,2,5,7,29,5
10.1002-14651858.CD004699.pub2,6,3,3,3,24,8
10.1002-14651858.CD003863.pub2,4,2,5,2,17,12
10.1002-14651858.CD004096.pub2,4,0,5,1,22,2
10.1002-14651858.CD001497.pub2,5,3,3,6,12,2
10.1002-14651858.CD004703.pub2,18,3,20,8,46,5
10.1002-14651858.CD004717.pub2,7,1,4,5,7,3
10.1002-14651858.CD005115,25,6,29,20,52,5
10.1002-14651858.CD004277.pub2,12,1,6,3,31,7
10.1002-14651858.CD003980.pub2,8,1,3,2,24,9
10.1002-14651858.CD004342.pub2,7,3,9,5,17,6
10.1002-14651858.CD004457.pub2,5,0,5,3,19,3
10.1002-14651858.CD004442.pub2,7,2,4,4,16,3
10.1002-14651858.CD000030.pub2,2,0,2,2,5,4
10.1002-14651858.CD004553.pub2,8,1,7,5,31,8
10.1002-14651858.CD004554.pub2,6,1,7,2,25,5
10.1002-14651858.CD000074.pub2,11,2,7,6,19,5
10.1002-14651858.CD003848.pub2,4,0,11,4,18,2
10.1002-14651858.CD004495.pub2,9,5,8,14,23,6
10.1002-14651858.CD003904.pub2,2,1,4,3,14,4
10.1002-14651858.CD000187.pub2,5,6,7,6,22,7
10.1002-14651858.CD000261.pub2,6,0,9,2,8,7
10.1002-14651858.CD004129.pub2,3,0,3,2,15,10
10.1002-14651858.CD003859.pub2,5,4,5,2,16,3
10.1002-14651858.CD003957.pub2,4,0,4,9,19,8
10.1002-14651858.CD003367.pub2,6,2,8,16,50,9
10.1002-14651858.CD004860.pub2,11,7,8,18,36,3
10.1002-14651858.CD004980,7,0,7,6,20,8
10.1002-14651858.CD004308.pub2,4,1,0,1,9,0
10.1002-14651858.CD000085.pub2,10,3,4,10,22,6
10.1002-14651858.CD000175.pub2,6,1,3,2,14,1
10.1002-14651858.CD000483.pub2,5,0,1,5,24,4
10.1002-14651858.CD004722.pub2,5,1,2,4,11,4
10.1002-14651858.CD003141.pub2,14,3,17,13,52,11
10.1002-14651858.CD001946.pub2,3,1,2,2,7,2
10.1002-14651858.CD002100.pub2,11,1,4,17,48,15
10.1002-14651858.CD003418.pub2,2,1,2,4,22,8
10.1002-14651858.CD003562.pub2,6,7,7,10,23,6
10.1002-14651858.CD004670.pub2,5,1,4,2,12,6
10.1002-14651858.CD004789.pub2,5,0,4,0,18,1
10.1002-14651858.CD002304.pub2,2,0,2,2,6,3
10.1002-14651858.CD003963.pub2,3,2,4,5,11,1
10.1002-14651858.CD004700.pub2,10,0,5,6,21,3
10.1002-14651858.CD004663.pub2,8,3,7,1,15,4
10.1002-14651858.CD004222.pub2,4,4,6,1,16,6
10.1002-14651858.CD004221.pub2,11,2,6,3,13,4
10.1002-14651858.CD004248.pub2,12,10,21,12,71,23
10.1002-14651858.CD004387.pub2,2,1,1,2,2,2
